index,score,label
23082,0.815901503385647,-1
5448,0.8159003533490574,-1
25657,0.8158973527374099,-1
26521,0.8158966104295042,-1
26413,0.8158945194153417,-1
8209,0.8158941116866155,-1
3521,0.8158920206724635,-1
25471,0.8158790982388816,-1
5458,0.8158770386047438,-1
5908,0.8158755539889325,-1
21252,0.815873431594745,-1
21811,0.815872553377285,-1
22042,0.8158724174677098,-1
26492,0.8158715078702249,-1
21736,0.8158700232543926,-1
1690,0.8158677963306652,-1
27440,0.8158572681103792,-1
26628,0.8158539956796022,-1
27113,0.815836786688176,-1
20030,0.8158337860765076,-1
3532,0.8158324687502755,-1
5245,0.8158281821924209,-1
1325,0.8158276803236358,-1
2218,0.8158136078534168,-1
21250,0.815807805299726,-1
5286,0.8158039578506225,-1
26964,0.8157873552575268,-1
27001,0.8157860065512698,-1
21251,0.8157739623351583,-1
24860,0.8157724777193259,-1
3531,0.8157664033465055,-1
6326,0.8157658283282001,-1
26626,0.815754359130394,-1
26738,0.8157441027292694,-1
26627,0.8157433918013676,-1
26621,0.8157398475514397,-1
26408,0.815734891835205,-1
5912,0.8157251373028391,-1
24754,0.8157239245061787,-1
4512,0.8157205161658156,-1
335,0.8156895171377013,-1
23348,0.8156895171377013,-1
13356,0.8156888687449292,-1
24171,0.8156811738467222,-1
14543,0.815669265540165,-1
3530,0.8156645398735805,-1
6325,0.8156522552183431,-1
21331,0.8156497250954504,-1
13132,0.8156447693792159,-1
27803,0.8156272885686391,-1
26789,0.8156210469061973,-1
