length,duration,src_port,dst_port,src_ip,dst_ip,proto_BROWSER,proto_DNS,proto_HTTP,proto_MDNS,proto_QUIC,proto_SSDP,proto_TCP,proto_TLSv1.2,proto_TLSv1.3,proto_UDP,proto_UDP/XML,euclidean_to_mean,cosine_to_mean
86,0.02138999999999669,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.169345157770504,-0.0664479411105795
87,0.0038989999999898828,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3146343763981114,0.47301241498515456
66,0.04388300000002232,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.938683123906482,-0.2138710663722997
98,0.0032659999999964384,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1792891868086022,-0.0712447082829753
87,0.015764999999987594,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3042269313782375,0.4799991491007404
83,0.03291899999999259,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3199173751389932,0.4788611295471387
66,0.0030169999999998254,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1841828151382634,-0.07120775161036907
88,0.00833400000001916,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1729416348688857,-0.07016256843088274
87,0.005520999999987453,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.312208788686062,0.4743231819976135
81,0.08092400000001021,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.4197942323371968,-0.039946122591723816
87,0.009614999999996598,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3074923132314364,0.47713969591870237
91,0.02398500000001036,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1706462746998374,-0.06556248628731559
87,0.00896099999999933,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3081099602742488,0.4767378897873376
71,0.023889999999994416,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.2951767566287455,0.925301608162035
93,0.02599499999999466,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1725420589120055,-0.06483969095530084
87,0.006956000000002405,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.310325694940894,0.4753914959923785
83,0.010494999999991705,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3072412251331564,0.47744826765126436
66,0.0025669999999990978,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.185044955155198,-0.07129001594849461
94,0.02718300000000795,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1739441229704914,-0.06439918652808618
87,0.006813999999991438,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.310501001192483,0.4752896464449017
66,0.0033360000000186574,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9242217654309344,-0.21982426714640244
71,0.047662000000002536,58715,443,3232258180,3232904810,False,False,False,False,False,False,False,False,False,True,False,5.8146622903736755,-0.24966184297512997
81,0.01134299999998234,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.170968584733093,-0.06941407021708457
87,0.00510500000001457,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3128008869768353,0.4739973749192121
81,0.04188800000000015,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2100750334891706,-0.05825871011335058
68,0.002600000000001046,443,58715,3232904810,3232258180,False,False,False,False,False,False,False,False,False,True,False,5.455571591535742,-0.17860379300399004
87,0.00037799999998355815,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.320976395978043,0.46980040754517993
83,0.06009000000000242,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.4131963802831553,0.4540417646270957
66,0.003195000000005166,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1838491358875534,-0.07117473682695138
94,0.019279000000011592,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1672917398855818,-0.06715686192030705
87,0.002691999999996142,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3166429708655176,0.471967153491752
71,0.009176999999993996,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.2955397244599993,0.9236234433199291
89,0.03793600000000197,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1970353716439084,-0.060013656924843874
87,0.009863999999993212,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3072707722624448,0.4772878048515065
66,0.02103600000000938,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9195354076201028,-0.2180366451169296
92,0.020375000000001364,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1679833385328504,-0.06679740371471218
87,0.007402999999982285,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3097897025856724,0.4757065274903544
83,0.08106200000000285,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.5344980544839464,0.422975185194773
66,0.003283000000010361,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1836857106958858,-0.07115831546727255
121,0.0032860000000027867,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1761853047573563,-0.07129412849801937
87,0.009129999999998972,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.307945392485682,0.47684349298242595
86,0.01766799999998625,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1680849024125257,-0.06764463399491238
87,0.014372000000008711,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.304562890997006,0.4794985400587897
71,0.055858999999998105,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.330262094485049,0.9189425068681639
90,0.08959100000001285,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.4836377648048724,-0.036123549185785905
66,0.0,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.927013782706624,-0.2200169763023814
99,0.00489399999997886,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.176300085877806,-0.07093134612919243
86,0.0002910000000042601,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3212745757101354,0.4696660057627436
83,0.009443000000004531,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3081475888155658,0.47683353334010087
66,0.0028930000000002565,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1844177277448047,-0.07123059162189757
91,0.00685699999999656,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1744217200800215,-0.07050085017906425
88,0.00030900000001565786,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3209925238659128,0.46978136285492994
95,0.13265599999999722,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.8681392436916409,-0.020531519115348264
95,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.186471177195829,-0.07180246578777474
88,0.00024399999998081512,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3211239028712831,0.46971727465610513
88,9.300000002099296e-05,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3214310212604494,0.469567761588741
71,0.05082199999998238,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.3215083200511324,0.9208289513704171
83,0.01577500000001919,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3047245385130803,0.4797980020242854
94,0.005702999999982694,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1756940114874055,-0.07075380315178709
66,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1904691403917387,-0.07172649968739815
88,0.00036600000001385524,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3208777230177526,0.46983742848700866
90,0.0001079999999831216,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1869034055616363,-0.07177275456940489
87,0.009599000000008573,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3075068057132073,0.4771300868416987
91,0.03838700000000017,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1980319405881934,-0.05981950569588075
66,0.002171000000004142,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.925128253369201,-0.21989675949568946
87,0.00047699999998940257,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3207780704828922,0.46989741593693624
90,0.060458000000011225,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2896529611554681,-0.049532723016473844
87,0.002803999999997586,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3164493006777305,0.4720666247997957
83,0.09133099999999672,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.6065032570320976,0.40627380721170825
66,0.0031050000000050204,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1840173292663037,-0.07119146333783491
71,0.0453589999999906,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.313366772172631,0.9225094759144384
89,0.07304500000000758,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.3648433524100227,-0.043552843740622446
96,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1863360464126873,-0.07180492920160757
87,0.0029289999999946303,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3162349093605852,0.47217704563708834
66,0.0008400000000108321,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9262539592841725,-0.2199727565593726
96,0.005923999999993157,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.175084756923129,-0.07071254634665636
87,0.009426999999988084,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3076645586603821,0.47702608817071074
83,0.0678620000000194,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.4537176561027596,0.44327326905604875
66,0.0033729999999820848,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1835196257167975,-0.07114145282263806
85,0.030429999999995516,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1803473904636548,-0.06313029262481891
87,0.007294999999999163,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3099169987504744,0.4756311896372962
81,0.032986000000022386,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1859440931251914,-0.06209430169918754
87,0.009149999999976899,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3079261457523774,0.47685590876265155
95,0.10057600000001798,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.5724505893497014,-0.031595251628455404
87,0.008006999999992104,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3091037155201641,0.47611870116969746
96,0.014150000000000773,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1672474127651746,-0.06869918475001113
87,0.0009430000000065775,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.319860021530497,0.4703489151921761
66,0.003414999999989732,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1834424844193638,-0.07113356002797085
121,0.07511900000000082,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.3749022199026455,-0.04254381746258488
87,0.005811999999991713,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.311806933329749,0.4745468051579623
71,0.03346500000000674,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.300555512453563,0.924817931756366
104,0.0438050000000203,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2135188757675712,-0.05740713650531567
85,0.0006239999999877455,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1864319638507768,-0.07167629561038331
87,0.003950000000003229,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3145533246879442,0.47305527717752976
66,0.019796999999982745,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.919307482962571,-0.21820351345788
83,0.024802000000022417,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3082943350484444,0.48092489772041724
66,0.0033629999999789106,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1835380269343057,-0.07114332984950747
98,0.08933100000001559,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.4807476486704827,-0.036219416385456615
87,0.0028369999999995343,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3163925211285075,0.47209583704631103
90,0.03244799999998804,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1835750173826982,-0.062327519690000485
87,0.00813400000001252,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3089650779338826,0.4762033839844568
90,0.04983899999999153,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2386821960664742,-0.05459769314030731
87,0.01220299999999952,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3055571042318346,0.47854682702570145
83,0.02433200000001534,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3078638873415793,0.480956302964252
66,0.002807999999987487,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1845799237260979,-0.0712461726486646
94,0.058953000000002476,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2811974054307058,-0.05025319291680951
87,0.013629000000008773,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3048388969697347,0.47919607384763974
95,0.007328999999998587,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1732362132752476,-0.07040693280090542
87,0.01643699999999626,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3041495545525332,0.4802095533519493
89,0.04357899999999404,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.214706760491866,-0.05750041276177703
87,0.015662999999989324,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3042434953656215,0.47996544140379055
83,0.05124800000001528,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3741734099484237,0.46466362807810113
66,0.002900000000011005,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1844044127321827,-0.07122930574422148
85,0.029550999999997885,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1788110769785447,-0.06347583535317501
85,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.187832517016575,-0.07177725626756601
86,0.0003349999999784359,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3211858473748426,0.46970930581764764
86,9.900000000584441e-05,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3216644139781757,0.4694761832007952
85,0.04636500000000865,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2253946021834412,-0.05621832333967165
86,0.00034099999999170905,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.321173765674624,0.469715204557423
94,0.0457760000000178,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2219802397151853,-0.05649564434549352
87,0.008021999999982654,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3090872395842261,0.47612873902955427
55,0.08131099999999947,59135,443,3232258180,2527795979,False,False,False,False,False,False,True,False,False,False,False,5.01703694745568,-0.3347686351598007
83,0.00016899999999964166,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3218915419883093,0.4693988260997753
66,0.003665000000012242,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1829881193137906,-0.07108626881500457
112,0.018018999999981133,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1645676657092416,-0.06759114624803673
87,0.009593000000023721,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3075122483907475,0.4771264805745896
66,0.015227999999979147,443,59135,2527795979,3232258180,False,False,False,False,False,False,True,False,False,False,False,4.48046194475059,-0.4738149067942894
88,0.0745679999999993,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.375010744446855,-0.04284466579513831
87,0.005313000000001011,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3125022466255134,0.47416117782409184
71,0.017060000000014952,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.2940440897168863,0.9248877228921506
81,0.023652999999995927,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1717283598518238,-0.06565984274826867
87,0.015760999999997694,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3042275570188984,0.47999783602022666
55,0.01693000000000211,50858,443,3232258180,1746011383,False,False,False,False,False,False,True,False,False,False,False,4.732472298435262,-0.15911487473679142
66,0.0027460000000019136,443,50858,1746011383,3232258180,False,False,False,False,False,False,True,False,False,False,False,4.291526007943071,-0.5276893926826697
83,0.013383000000004586,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3054439993695905,0.47888664874515385
66,0.00015799999999899228,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9268679472071866,-0.2200088797490771
66,0.006309999999984939,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.178687579154888,-0.07055335391663256
92,0.02585000000001969,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.172504546048717,-0.06489121026821629
87,0.0025229999999965003,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3169380226378369,0.4718161044265008
90,0.14354799999998136,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.9777522632957958,-0.017466335475359203
85,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.187832517016575,-0.07177725626756601
87,0.005260000000021137,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.312577850603566,0.47411961018071386
81,0.02078000000000202,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.169706974088438,-0.06664049140999098
87,0.011983999999984007,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3056893379264363,0.47843914395499193
83,0.00019199999999841566,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3218448165206522,0.4694215619837047
66,0.0043640000000095824,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1817614822535834,-0.0709512217432835
84,0.004413999999997031,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1791580886118416,-0.07098939786857913
87,0.009098999999991975,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3079753206054665,0.4768242143637435
91,0.016545000000007803,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1673818345356457,-0.06799597249983627
87,0.00807499999999095,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3090292421653285,0.47616412902174293
83,0.16390499999999975,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,2.2664226208444376,0.2992836925330718
66,0.004159000000015567,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.182114536378844,-0.07099125858277511
104,0.04463599999999701,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2164788269691258,-0.05702626919997398
98,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1860663328584753,-0.07180982453409583
88,0.00036599999998543353,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3208777230178097,0.46983742848698073
88,9.500000001594344e-05,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3214269359776896,0.46956974765502474
95,0.002904000000000906,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1803782769215088,-0.07130448358693044
88,0.00024899999999661304,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3211137791769936,0.46972221032872574
103,0.09157099999998763,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.4977957181429136,-0.03525651344973782
88,0.00041400000000635373,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3207813447133794,0.4698845438711322
83,0.07160400000000777,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.4751573626336365,0.4377264099564245
66,0.002872999999993908,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1844558061135555,-0.07123426326527418
92,0.014200999999985697,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1677779350760986,-0.0686757800644785
87,0.011357000000003836,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3061001879997942,0.4781191556707038
96,0.007829000000015185,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.172456957302997,-0.07029737964049207
87,0.008240999999998166,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3088497848022478,0.47627419473459676
95,0.05779100000000881,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.27508854198196,-0.0508103839371495
87,0.009389999999996235,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.307698962243422,0.47700354880272766
71,0.06673100000000431,58715,443,3232258180,3232904810,False,False,False,False,False,False,False,False,False,True,False,5.835593819212419,-0.24761263468998895
83,0.03201599999999871,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3182359931008336,0.4792300569135633
66,0.0030129999999815027,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1841903614174734,-0.07120849042337492
95,0.014841000000018312,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1671445045203055,-0.06850202323177955
101,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1856631334916612,-0.07181708866766053
89,0.002607999999980848,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1817671317836846,-0.07134354081976267
86,0.00023699999999848842,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3213837803130775,0.46961276229960097
68,0.0058030000000144355,443,58715,3232904810,3232258180,False,False,False,False,False,False,False,False,False,True,False,5.454370764717876,-0.17843578352144945
81,0.06236899999998968,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.3012062137216174,-0.048621304569308334
87,0.010507000000018252,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.306733455460632,0.47765779136325875
91,0.0590389999999843,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.2820226244480994,-0.05021302796302793
88,0.00028600000001688386,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3210389550919155,0.46975870420798455
83,0.04863399999999274,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3641718078689193,0.46739383851815325
66,0.01795699999999556,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.170935137994431,-0.06750864663068339
1292,0.022111999999992804,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.286257609821299,0.93014112117874
1292,0.00015500000000656655,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.292540324825773,0.9260117872862755
88,0.019555999999994356,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1682105636564235,-0.06705514923766626
85,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.187832517016575,-0.07177725626756601
87,0.0015530000000012478,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3186969491360983,0.470927075157538
87,0.02084700000000339,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.1689048665600068,-0.06663118008889946
87,0.0059640000000058535,0,0,3232258180,2689558538,False,False,False,False,True,False,False,False,False,False,False,1.3116010682794554,0.4746622046192278
82,0.00013699999999516876,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9259831058256327,-0.22004086991275096
1292,0.005400000000008731,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9130303944852316,-0.21756503322076948
1292,0.003248999999982516,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9145256668750776,-0.2177139829504141
304,0.0,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.9156655476793025,-0.2203198560678258
165,0.0007640000000037617,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.2960258113464094,0.9227794188032218
115,5.300000000829641e-05,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.298869469006237,0.9218051121933363
87,0.006598999999994248,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.681394785925908,-0.13114058797826564
87,0.0002159999999946649,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.682991270151446,-0.13137601746265098
69,0.006527000000005501,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.681749551734374,-0.13115221483340125
69,0.00031999999998788553,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.683300134916585,-0.13138117094922808
84,0.0003810000000044056,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.682996799460659,-0.13137156729153024
84,0.0003330000000119071,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.68301148925614,-0.13137329677953954
272,0.012193999999993821,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.679854103053176,-0.12050444211715118
217,0.0,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.683096604040761,-0.12099820841884117
66,0.0010860000000150194,58959,443,3232258180,338430586,False,False,False,False,False,False,True,False,False,False,False,5.831045750655469,0.10425652453338287
74,0.058878999999990356,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.696677951872786,-0.12879783230853742
74,0.00042600000000447835,0,0,3232258180,3300925445,False,True,False,False,False,False,False,False,False,False,False,8.683172164782176,-0.13137489292544277
204,0.00897199999999998,0,0,3232258180,398779370,False,False,False,False,True,False,False,False,False,False,False,3.289541291166717,0.9255597905011358
308,0.019255999999984397,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.679207761499232,-0.12019801684852953
297,0.0,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.681969005919877,-0.12095144649285657
165,0.0,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.683922308198353,-0.12102730427912234
148,0.0,0,0,3300925445,3232258180,False,True,False,False,False,False,False,False,False,False,False,8.68420809856379,-0.12103659429581384
92,0.0,0,0,2689558538,3232258180,False,False,False,False,True,False,False,False,False,False,False,1.186877664820422,-0.07179501265793543
345,0.0,0,0,398779370,3232258180,False,False,False,False,True,False,False,False,False,False,False,2.914167239425302,-0.2203377394957588
